Movie Name,Year,Duration,Rated,Score,Metascore
Love Again,2023,1h 44m,PG-13,5.9,32
Long Shot,2019,2h 5m,R,6.8,67
Horrible Bosses,2011,1h 38m,R,6.9,57
Bloodshot,2020,1h 49m,PG-13,5.7,44
No Escape,2015,1h 43m,R,6.7,38
Maleficent: Mistress of Evil,2019,1h 59m,PG,6.6,43
Spiderhead,2022,1h 46m,R,5.5,54
Adaptation.,2002,1h 55m,R,7.7,83
The Illusionist,2006,1h 50m,PG-13,7.5,68
The Stranger,2022,1h 57m,TV-MA,6.6,74
The Shallows,2016,1h 26m,PG-13,6.3,59
House of Wax,2005,1h 53m,R,5.5,41
Last Vegas,2013,1h 45m,PG-13,6.6,48
Rise of the Footsoldier,2007,1h 59m,R,6.8,0
Drive My Car,2021,2h 59m,Other,7.5,91
Punch-Drunk Love,2002,1h 35m,R,7.3,78
The Chronicles of Narnia: Prince Caspian,2008,2h 30m,PG,6.5,62
Funny Games,2007,1h 51m,R,6.5,44
The Post,2017,1h 56m,PG-13,7.2,83
Central Intelligence,2016,1h 47m,PG-13,6.3,52
Love and Monsters,2020,1h 49m,PG-13,6.9,63
Unhinged,2020,1h 30m,R,6,40
Anthropoid,2016,2h,R,7.2,59
Bolt,2008,1h 36m,PG,6.8,67
Palmer,2021,1h 50m,R,7.3,53
Bedazzled,2000,1h 33m,PG-13,6.1,49
Hidden,2015,1h 24m,R,6.4,0
The Hating Game,2021,1h 42m,R,6.2,0
Over the Hedge,2006,1h 23m,PG,6.7,67
Becky,2020,1h 33m,R,6,54
30 Days of Night,2007,1h 53m,R,6.6,53
Jack the Giant Slayer,2013,1h 54m,PG-13,6.3,51
Jeepers Creepers 2,2003,1h 44m,R,5.7,36
Sympathy for the Devil,2023,1h 30m,Other,5.5,54
The Toxic Avenger,2023,1h 42m,R,5.9,66
Tulip Fever,2017,1h 45m,R,6.2,38
Green Street Hooligans,2005,1h 49m,R,7.4,55
Your Place or Mine,2023,1h 49m,PG-13,5.7,49
What Jennifer Did,2024,1h 27m,TV-14,6,0
Footloose,2011,1h 53m,PG-13,5.8,58
Shortbus,2006,1h 41m,Other,6.4,64
Wild Card,2015,1h 32m,R,5.6,40
Mr. Manhattan,2024,8.8آ (29)Rate,Other,8.8,0
John and the Hole,2021,1h 43m,R,5.2,61
Harold & Kumar Go to White Castle,2004,1h 28m,R,7,64
Redemption,2013,1h 40m,R,6.2,43
Kate,2021,1h 46m,R,6.2,47
Absolutely Anything,2015,1h 25m,R,6,31
Freddy vs. Jason,2003,1h 37m,R,5.7,37
The Girl with the Dragon Tattoo,2009,2h 32m,R,7.8,76
God Is a Bullet,2023,2h 36m,18+,5.7,31
Gosford Park,2001,2h 17m,R,7.2,90
City of Lies,2018,1h 52m,R,6.5,44
Halloween,2007,1h 49m,R,6,47
Boss Level,2020,1h 40m,TV-MA,6.8,56
Vice,2018,2h 12m,R,7.2,61
The Adjustment Bureau,2011,1h 46m,PG-13,7,60
Flipped,2010,1h 30m,PG,7.7,45
Honor Society,2022,1h 38m,TV-MA,6.5,66
Mr. Deeds,2002,1h 36m,PG-13,5.8,24
Overlord,2018,1h 50m,R,6.6,60
Tucker and Dale vs Evil,2010,1h 29m,R,7.5,65
Out of the Furnace,2013,1h 56m,R,6.7,63
17 Again,2009,1h 42m,PG-13,6.4,48
The Shift,2023,1h 55m,PG-13,5.5,0
The Foreigner,2017,1h 53m,R,7,55
Skyscraper,2018,1h 42m,PG-13,5.8,51
Green Lantern,2011,1h 54m,PG-13,5.5,39
Detachment,2011,1h 38m,Other,7.7,52
The Princess Diaries 2: Royal Engagement,2004,1h 53m,G,5.8,43
High Life,2018,1h 53m,R,5.8,78
Drive Angry,2011,1h 44m,R,5.4,44
The Old Oak,2023,1h 53m,Other,7.1,69
Monamour,2005,1h 44m,Other,5.2,0
Wolf Creek,2005,1h 39m,R,6.2,56
Lars and the Real Girl,2007,1h 46m,PG-13,7.3,70
Queen Bees,2021,1h 40m,PG-13,6.3,52
The Shack,2017,2h 12m,PG-13,6.3,32
I Can Only Imagine,2018,1h 50m,PG,7.3,30
Criminal,2016,1h 53m,R,6.3,36
The Assassination of Jesse James by the Coward Robert Ford,2007,2h 40m,R,7.5,68
Sound of Metal,2019,2h,R,7.7,82
Paddington 2,2017,1h 43m,PG,7.8,88
Assassin's Creed,2016,1h 55m,PG-13,5.6,36
Only Lovers Left Alive,2013,2h 3m,R,7.2,79
Exodus: Gods and Kings,2014,2h 30m,PG-13,6,52
Teeth,2007,1h 34m,R,5.4,57
Sometimes I Think About Dying,2023,1h 34m,PG-13,6.5,68
I Now Pronounce You Chuck & Larry,2007,1h 55m,PG-13,5.9,37
Goodnight Mommy,2022,1h 32m,R,5.7,45
Take Me to the River,2015,1h 24m,Other,6.2,65
Get Smart,2008,1h 50m,PG-13,6.5,54
Knowing,2009,2h 1m,PG-13,6.2,41
Mank,2020,2h 11m,R,6.8,79
Champions,2023,2h 4m,PG-13,6.8,50
2 Guns,2013,1h 49m,R,6.7,55
My Bloody Valentine,2009,1h 41m,R,5.4,51
Ice Age: The Meltdown,2006,1h 31m,PG,6.8,59
The Darjeeling Limited,2007,1h 31m,R,7.2,67
Valentine's Day,2010,2h 5m,PG-13,5.7,34
The Lodge,2019,1h 48m,R,6,64
The Happening,2008,1h 31m,R,5,34
Oculus,2013,1h 44m,R,6.5,61
Carol,2015,1h 58m,R,7.2,94
No Reservations,2007,1h 44m,PG,6.3,50
Haunted Mansion,2023,2h 3m,PG-13,6,47
The Nightingale,2018,2h 16m,R,7.3,77
To All the Boys I've Loved Before,2018,1h 39m,TV-14,7,64
Hugo,2011,2h 6m,PG,7.5,83
Indiana Jones and the Kingdom of the Crystal Skull,2008,2h 2m,PG-13,6.2,65
27 Dresses,2008,1h 51m,PG-13,6.1,47
Colonia,2015,1h 50m,R,7,33
Equilibrium,2002,1h 47m,R,7.3,33
Monster House,2006,1h 31m,PG,6.6,68
Evolution,2001,1h 41m,PG-13,6.1,40
Only the Brave,2017,2h 14m,PG-13,7.6,72
Scary Movie 3,2003,1h 24m,PG-13,5.5,49
The World's End,2013,1h 49m,R,6.9,81
Primer,2004,1h 17m,PG-13,6.7,68
The House Bunny,2008,1h 37m,PG-13,5.5,55
Miami Vice,2006,2h 12m,R,6.1,66
Notes on a Scandal,2006,1h 32m,R,7.4,73
The Hangover Part III,2013,1h 40m,R,5.8,30
Hard Candy,2005,1h 44m,R,7,58
Cat Person,2023,1h 58m,R,6,48
Annie,2014,1h 58m,PG,5.4,33
Shattered,2022,1h 32m,R,5,27
Chained,2012,1h 34m,R,6.4,0
Pitch Black,2000,1h 49m,R,7,49
Zola,2020,1h 26m,R,6.5,76
Superman Returns,2006,2h 34m,PG-13,6.1,72
The Mummy: Tomb of the Dragon Emperor,2008,1h 52m,PG-13,5.2,31
War Pony,2022,1h 55m,R,6.8,70
Beowulf,2007,1h 55m,PG-13,6.3,59
"Dude, Where's My Car?",2000,1h 23m,PG-13,5.5,30
Pride and Prejudice and Zombies,2016,1h 48m,PG-13,5.8,45
The DUFF,2015,1h 41m,PG-13,6.4,56
Johnny English,2003,1h 27m,PG,6.3,51
Wet Hot American Summer,2001,1h 37m,R,6.5,42
This Means War,2012,1h 43m,PG-13,6.3,31
Robin Hood,2018,1h 56m,PG-13,5.3,32
Cherry,2021,2h 22m,R,6.6,44
I.S.S.,2023,1h 35m,R,5.3,53
Bernie,2011,1h 44m,PG-13,6.8,75
Into the Blue,2005,1h 50m,PG-13,5.9,45
Second Act,2018,1h 43m,PG-13,5.8,46
Femme,2023,1h 39m,Other,7.4,69
River Wild,2023,1h 31m,PG-13,5.4,0
Teen Wolf: The Movie,2023,2h 21m,TV-MA,5.5,51
Taken 2,2012,1h 32m,PG-13,6.2,45
The Rundown,2003,1h 44m,PG-13,6.7,59
The Dukes of Hazzard,2005,1h 44m,PG-13,5.1,33
Night at the Museum: Battle of the Smithsonian,2009,1h 45m,PG,6,42
Truth or Dare,2018,1h 40m,PG-13,5.2,35
The Best Offer,2013,2h 11m,R,7.8,49
Beast,2022,1h 33m,R,5.6,54
Dangal,2016,2h 41m,Other,8.3,0
Inferno,2016,2h 1m,PG-13,6.2,42
You Don't Mess with the Zohan,2008,1h 53m,PG-13,5.6,54
Freedom Writers,2007,2h 3m,PG-13,7.6,64
Home,2015,1h 34m,PG,6.5,55
The Tourist,2010,1h 43m,PG-13,6,37
He Went That Way,2023,1h 35m,Other,5.2,37
Breakfast on Pluto,2005,2h 8m,R,7.2,59
The Night House,2020,1h 47m,R,6.4,68
Lights Out,2016,1h 21m,PG-13,6.3,58
Saint Maud,2019,1h 24m,R,6.7,83
Step Up,2006,1h 44m,PG-13,6.5,48
Me Time,2022,1h 41m,R,5.1,25
The League of Extraordinary Gentlemen,2003,1h 50m,PG-13,5.8,30
Lords of Dogtown,2005,1h 47m,PG-13,7.1,56
Speed Racer,2008,2h 15m,PG,6.1,37
Salt,2010,1h 40m,PG-13,6.4,65
Status Update,2018,1h 46m,PG-13,5.8,0
Pompeii,2014,1h 45m,PG-13,5.5,41
Once Upon a Deadpool,2018,1h 57m,Other,7.4,0
The Huntsman: Winter's War,2016,1h 54m,PG-13,6.1,35
The Men Who Stare at Goats,2009,1h 34m,R,6.2,54
The Benchwarmers,2006,1h 25m,PG-13,5.5,25
Me and Earl and the Dying Girl,2015,1h 45m,PG-13,7.7,74
Paranormal Activity,2007,1h 26m,R,6.3,68
Reign of Fire,2002,1h 41m,PG-13,6.2,39
Adrift,2018,1h 36m,PG-13,6.6,56
A Good Day to Die Hard,2013,1h 38m,R,5.2,28
Finding Forrester,2000,2h 16m,PG-13,7.3,62
Significant Other,2022,1h 24m,R,5.7,57
The New World,2005,2h 15m,PG-13,6.7,73
Super Troopers,2001,1h 40m,R,7,48
You Were Never Really Here,2017,1h 29m,R,6.7,84
The Amityville Horror,2005,1h 30m,R,5.9,33
Billy & Molly: An Otter Love Story,2024,1h 17m,Other,8.1,0
Fences,2016,2h 19m,PG-13,7.2,79
Independence Day: Resurgence,2016,2h,PG-13,5.2,32
Before Midnight,2013,1h 49m,R,7.9,94
Emancipation,2022,2h 12m,R,6.3,53
The To Do List,2013,1h 44m,R,5.8,61
Locke,2013,1h 25m,R,7.1,83
Jumper,2008,1h 28m,PG-13,6.1,35
The Dark and the Wicked,2020,1h 35m,Other,6.1,72
Edge of Darkness,2010,1h 57m,R,6.6,55
Elf,2003,1h 37m,PG,7.1,66
Butterfly in the Sky,2022,1h 27m,Other,8.4,69
Storks,2016,1h 27m,PG,6.8,56
A Dangerous Method,2011,1h 39m,R,6.4,76
The Last Kingdom: Seven Kings Must Die,2023,1h 51m,TV-MA,6.9,48
Lucky Number Slevin,2006,1h 50m,R,7.7,53
A Serious Man,2009,1h 46m,R,7,88
The Life Aquatic with Steve Zissou,2004,1h 59m,R,7.2,62
Jules,2023,1h 27m,PG-13,6.8,57
Golda,2023,1h 40m,PG-13,5.9,48
How the Grinch Stole Christmas,2000,1h 44m,PG,6.3,46
The World's Fastest Indian,2005,2h 7m,PG-13,7.8,68
Hack Your Health: The Secrets of Your Gut,2024,1h 19m,Other,6.6,0
White Bird,2023,2h,Other,7.3,0
The Good Nurse,2022,2h 1m,R,6.8,65
Black Mass,2015,2h 3m,R,6.8,68
Crawl,2019,1h 27m,R,6.1,60
The Drop,2014,1h 46m,R,7,69
Hush,2016,1h 22m,R,6.6,67
Snowden,2016,2h 14m,R,7.3,58
Hostel: Part II,2007,1h 34m,R,5.5,46
Blue Mountain State: The Rise of Thadland,2016,1h 30m,R,5.7,0
A Cinderella Story,2004,1h 35m,PG,5.9,25
Theater Camp,2023,1h 32m,PG-13,6.9,70
Sharper,2023,1h 56m,R,6.7,65
Battle Royale,2000,1h 54m,Other,7.5,81
Final Destination 3,2006,1h 33m,R,5.8,43
The Void,2016,1h 30m,Other,5.9,62
Girl House,2014,1h 41m,Other,5.5,0
American Reunion,2012,1h 53m,R,6.7,49
What Women Want,2000,2h 7m,PG-13,6.4,47
The Voices,2014,1h 43m,R,6.3,58
Breach,2007,1h 50m,PG-13,7,74
The Blind,2023,1h 48m,PG-13,6.1,0
Hotel Transylvania 4: Transformania,2022,1h 27m,PG,6,46
Bandslam,2009,1h 51m,PG,6.3,66
Rebecca,2020,2h 3m,PG-13,6,46
See You on Venus,2023,1h 34m,Other,6,0
The Pledge,2001,2h 4m,R,6.8,71
The Other Boleyn Girl,2008,1h 55m,PG-13,6.7,50
Bully,2001,1h 48m,TV-MA,6.9,45
In the Heart of the Sea,2015,2h 2m,PG-13,6.9,47
"Lust, Caution",2007,2h 37m,NC-17,7.5,61
The Trial of the Chicago 7,2020,2h 9m,R,7.7,76
Journey 2: The Mysterious Island,2012,1h 34m,PG,5.7,41
The Babysitters,2007,1h 28m,R,5.6,35
Sound of Hope: The Story of Possum Trot,2024,2h 15m,PG-13,8.3,0
A Rainy Day in New York,2019,1h 32m,PG-13,6.5,38
DC League of Super-Pets,2022,1h 45m,PG,7.1,56
Frequency,2000,1h 58m,PG-13,7.4,67
The Thing,2011,1h 43m,R,6.2,49
Sherlock Holmes: A Game of Shadows,2011,2h 9m,PG-13,7.4,48
The Sisterhood of the Traveling Pants,2005,1h 59m,PG,6.5,66
Marlowe,2022,1h 49m,R,5.3,41
The Lost Daughter,2021,2h 1m,R,6.7,86
The Day the Earth Stood Still,2008,1h 44m,PG-13,5.5,40
The Devil's Rejects,2005,1h 47m,R,6.7,54
Never Back Down,2008,1h 53m,PG-13,6.5,39
Hardcore Henry,2015,1h 36m,R,6.7,51
August: Osage County,2013,2h 1m,R,7.2,58
All Is Lost,2013,1h 46m,PG-13,6.9,87
Clown,2014,1h 40m,R,5.7,42
Underworld: Blood Wars,2016,1h 31m,R,5.7,23
Blade: Trinity,2004,1h 53m,R,5.8,38
Alvin and the Chipmunks,2007,1h 32m,PG,5.2,39
In the Tall Grass,2019,1h 41m,TV-MA,5.5,46
"tick, tick... BOOM!",2021,1h 55m,PG-13,7.5,74
Bank of Dave,2023,1h 47m,PG-13,7.1,60
Good Luck Chuck,2007,1h 36m,R,5.6,19
Minari,2020,1h 55m,PG-13,7.4,89
Mike and Dave Need Wedding Dates,2016,1h 38m,R,6,51
A Million Miles Away,2023,2h 1m,PG,7.3,62
Joe Dirt,2001,1h 31m,PG-13,6,20
Changeling,2008,2h 21m,R,7.7,63
A Scanner Darkly,2006,1h 40m,R,7,73
Time Trap,2017,1h 27m,Other,6.2,46
The Finest Hours,2016,1h 57m,PG-13,6.7,58
The Fountain,2006,1h 37m,PG-13,7.2,51
Annabelle: Creation,2017,1h 49m,R,6.5,62
How to Train Your Dragon 2,2014,1h 42m,PG,7.8,77
London Has Fallen,2016,1h 39m,R,5.9,28
Orphan: First Kill,2022,1h 39m,R,5.9,54
Sweet Dreams,2024,1h 35m,Other,5.4,0
The November Man,2014,1h 48m,R,6.3,38
Scary Stories to Tell in the Dark,2019,1h 48m,PG-13,6.2,61
Night School,2018,1h 51m,PG-13,5.6,43
Onward,2020,1h 42m,PG,7.4,61
The Catcher Was a Spy,2018,1h 34m,R,6.3,49
Rat Race,2001,1h 52m,PG-13,6.5,52
Scream 3,2000,1h 56m,R,5.6,56
Lady Macbeth,2016,1h 29m,R,6.8,76
Antares,2004,1h 45m,Other,6.1,0
Corpse Bride,2005,1h 17m,PG,7.4,83
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,1h 53m,PG,6.3,53
Mr. Church,2016,1h 44m,PG-13,7.6,37
Aquamarine,2006,1h 50m,PG,5.4,51
Body of Lies,2008,2h 8m,R,7,57
Father of the Bride,2022,1h 57m,PG-13,5.9,65
Escape from Germany,2024,1h 37m,PG,7.4,0
The Report,2019,1h 59m,R,7.2,66
Mأ؛sica,2024,1h 31m,PG-13,6.5,74
Seraphim Falls,2006,1h 55m,R,6.6,62
Doomsday,2008,1h 45m,R,5.9,51
Shallow Hal,2001,1h 54m,PG-13,6,48
The Monuments Men,2014,1h 58m,PG-13,6.1,52
Knight of Cups,2015,1h 58m,R,5.6,53
The Dressmaker,2015,1h 59m,R,7,47
The Call of the Wild,2020,1h 40m,PG,6.7,48
The BFG,2016,1h 57m,PG,6.3,66
Precious,2009,1h 50m,R,7.3,78
Eragon,2006,1h 44m,PG,5.1,38
Slither,2006,1h 35m,R,6.5,69
Monsters,2010,1h 34m,R,6.3,63
Pieces of a Woman,2020,2h 6m,R,7,66
Daddy's Home,2015,1h 36m,PG-13,6.2,42
Thoroughbreds,2017,1h 32m,R,6.6,75
Eat Pray Love,2010,2h 13m,PG-13,5.8,50
xXx: Return of Xander Cage,2017,1h 47m,PG-13,5.2,42
The Pacifier,2005,1h 35m,PG,5.6,30
Wild Eyed and Wicked,2023,1h 39m,Other,6.7,0
War Horse,2011,2h 26m,PG-13,7.2,72
xXx,2002,2h 4m,PG-13,5.8,48
The Lake House,2006,1h 39m,PG,6.8,52
I Am Not Big Bird,2024,1h 36m,TV-MA,5.5,0
Original Sin,2001,1h 56m,R,6,33
The Vault,2021,1h 58m,R,6.4,50
The Lost City of Z,2016,2h 21m,PG-13,6.6,78
Madagascar 3: Europe's Most Wanted,2012,1h 33m,PG,6.8,60
Otherrth Star,2023,1h 35m,Other,6.7,0
A Nightmare on Elm Street,2010,1h 35m,R,5.2,35
G.I. Joe: Retaliation,2013,1h 50m,PG-13,5.7,41
Chloe,2009,1h 36m,R,6.3,49
Isle of Dogs,2018,1h 41m,PG-13,7.8,82
Extinction,2018,1h 35m,TV-MA,5.8,40
Mr. Holmes,2015,1h 44m,PG,6.8,67
47 Ronin,2013,2h 8m,PG-13,6.2,28
Ant-Man and the Wasp,2018,1h 58m,PG-13,7,70
Free State of Jones,2016,2h 19m,R,6.9,53
Before We Go,2014,1h 35m,PG-13,6.8,31
Fear Street: Part Two - 1978,2021,1h 49m,R,6.7,61
Lightyear,2022,1h 45m,PG,6.1,60
Best in Show,2000,1h 30m,PG-13,7.5,78
Neighbors,2014,1h 37m,R,6.3,68
Frozen,2010,1h 33m,R,6.2,43
Need for Speed,2014,2h 12m,PG-13,6.4,39
Demonic,2015,1h 23m,R,5.3,0
A Mouthful of Air,2021,1h 45m,R,6.1,52
The Last Rifleman,2023,1h 35m,Other,6.5,0
The Unforgivable,2021,1h 52m,R,7.1,41
Pet Sematary,2019,1h 40m,R,5.7,57
Rush Hour 2,2001,1h 30m,PG-13,6.7,48
Final Destination 2,2003,1h 30m,R,6.2,38
Timeline,2003,1h 56m,PG-13,5.6,29
Willy's Wonderland,2021,1h 28m,TV-MA,5.5,44
The Colony,2021,1h 44m,R,5.4,52
Please Don't Destroy: The Treasure of Foggy Mountain,2023,1h 32m,R,6.1,49
The Bucket List,2007,1h 37m,PG-13,7.4,42
P.S. I Love You,2007,2h 6m,PG-13,7,39
Hot Rod,2007,1h 28m,PG-13,6.7,43
A Hidden Life,2019,2h 54m,PG-13,7.4,80
Swiss Army Man,2016,1h 37m,R,6.9,64
Michael Clayton,2007,1h 59m,R,7.2,82
The American,2010,1h 45m,R,6.3,61
Cha Cha Real Smooth,2022,1h 47m,R,7.3,69
Uptown Girls,2003,1h 32m,PG-13,6.2,33
Apostle,2018,2h 10m,TV-MA,6.3,62
The Convert,2023,1h 59m,Other,7.6,0
Do Othert Expect Too Much from the End of the World,2023,2h 43m,Other,7.4,95
The Final: Attack on Wembley,2024,1h 22m,TV-MA,6.3,0
Shiva Baby,2020,1h 17m,Other,7.1,79
Mary Queen of Scots,2018,2h 4m,R,6.3,60
Mama,2013,1h 40m,PG-13,6.2,57
We Bought a Zoo,2011,2h 4m,PG,7,58
Dear Evan Hansen,2021,2h 17m,PG-13,6.1,39
Impulse,2023,58m,Other,5.4,0
Dracula Untold,2014,1h 32m,PG-13,6.2,40
Dinosaur,2000,1h 22m,PG,6.4,56
Searching,2018,1h 42m,PG-13,7.6,71
Frances Ha,2012,1h 26m,R,7.4,82
Women Talking,2022,1h 44m,PG-13,6.9,77
Ted 2,2015,1h 55m,R,6.3,48
Inland Empire,2006,3h,R,6.8,73
Tower Heist,2011,1h 44m,PG-13,6.2,59
Living,2022,1h 42m,PG-13,7.2,81
The Lost Husband,2020,1h 49m,PG-13,6.1,49
Buried,2010,1h 35m,R,7,65
Birth/Rebirth,2023,1h 41m,R,6.2,78
Ghostlight,2024,1h 50m,R,8.2,87
The Gathering,2002,1h 32m,R,5.6,0
Brimstone,2016,2h 28m,R,7,45
Yes Man,2008,1h 44m,PG-13,6.8,46
The Belko Experiment,2016,1h 29m,R,6.2,44
Luckiest Girl Alive,2022,1h 53m,R,6.4,54
Colombiana,2011,1h 48m,PG-13,6.4,45
Jungle,2017,1h 55m,R,6.7,48
The Woman in the Window,2021,1h 40m,R,5.7,41
The Ledge,2022,1h 26m,R,5.1,0
Starsky & Hutch,2004,1h 41m,PG-13,6.1,55
The SpongeBob SquarePants Movie,2004,1h 27m,PG,7.2,67
Foxcatcher,2014,2h 14m,R,7,81
Countdown,2019,1h 30m,PG-13,5.4,31
In the Heights,2021,2h 23m,PG-13,7.3,84
Diary of a Wimpy Kid: Rodrick Rules,2011,1h 39m,PG,6.6,51
Hotel Mumbai,2018,2h 3m,R,7.6,62
The Internship,2013,1h 59m,PG-13,6.3,42
Pride,2014,1h 59m,R,7.8,79
Selma,2014,2h 8m,PG-13,7.5,79
The Station Agent,2003,1h 29m,R,7.6,81
Pinocchio,2022,1h 45m,PG,5.1,38
Winter's Bone,2010,1h 40m,R,7.1,90
Scooby-Doo 2: Monsters Unleashed,2004,1h 33m,PG,5.2,34
Transporter 2,2005,1h 27m,R,6.3,56
The Way,2010,2h 3m,PG-13,7.3,64
The Vanishing,2018,1h 47m,R,5.9,64
U-571,2000,1h 56m,PG-13,6.6,62
The Way Back,2010,2h 13m,PG-13,7.3,66
A Most Violent Year,2014,2h 5m,R,7,79
The Adventures of Tintin,2011,1h 47m,PG,7.3,68
Hitman: Agent 47,2015,1h 36m,R,5.7,28
Vacancy,2007,1h 25m,R,6.2,54
Brawl in Cell Block 99,2017,2h 12m,Other,7.1,79
The Great Beauty,2013,2h 21m,Other,7.7,86
Super Size Me 2: Holy Chicken!,2017,1h 33m,PG-13,7.1,61
Widows,2018,2h 9m,R,6.8,84
Rent,2005,2h 15m,PG-13,6.8,53
The Way Way Back,2013,1h 43m,PG-13,7.4,68
Halloween Ends,2022,1h 51m,R,5,47
What's Your Number?,2011,1h 46m,R,6,35
T2 Trainspotting,2017,1h 57m,R,7.2,67
Float,2023,1h 40m,PG-13,5.2,0
The Family Man,2000,2h 5m,PG-13,6.8,42
The Tragedy of Macbeth,2021,1h 45m,R,7.1,87
The Secret: Dare to Dream,2020,1h 47m,PG,6.5,32
Creep 2,2017,1h 18m,Other,6.4,75
Chicken Run: Dawn of the Nugget,2023,1h 38m,PG,6.4,63
Vengeance,2022,1h 47m,R,6.8,65
Halloween,2018,1h 46m,R,6.5,67
I'm Not Ashamed,2016,1h 52m,PG-13,5.8,31
Gamer,2009,1h 35m,R,5.7,27
Borat Subsequent Moviefilm,2020,1h 35m,R,6.6,68
The Next Three Days,2010,2h 13m,PG-13,7.3,52
Stormy,2024,1h 49m,TV-MA,6.3,53
National Anthem,2023,1h 36m,R,6.2,75
Ben-Hur,2016,2h 3m,PG-13,5.7,38
The Cursed,2021,1h 51m,R,6.2,62
The Exorcism of Emily Rose,2005,1h 59m,PG-13,6.7,46
Jack Ryan: Shadow Recruit,2014,1h 45m,PG-13,6.2,57
Warm Bodies,2013,1h 38m,PG-13,6.8,60
A Single Man,2009,1h 39m,R,7.5,77
Dolittle,2020,1h 41m,PG,5.6,26
Stillwater,2021,2h 19m,R,6.6,60
The Boy Who Harnessed the Wind,2019,1h 53m,TV-PG,7.6,68
Birth,2004,1h 40m,R,6.3,51
Rush Hour 3,2007,1h 31m,PG-13,6.2,44
Escape Plan,2013,1h 55m,R,6.7,49
Hitch,2005,1h 58m,PG-13,6.6,58
About a Boy,2002,1h 41m,PG-13,7.1,75
Rapture-Palooza,2013,1h 25m,R,5.2,44
The Fourth Kind,2009,1h 38m,PG-13,5.9,34
About Schmidt,2002,2h 5m,R,7.2,85
USS Indianapolis: Men of Courage,2016,2h 8m,R,5.3,30
Scary Movie 4,2006,1h 23m,PG-13,5.1,40
The Angry Birds Movie,2016,1h 37m,PG,6.3,43
Bandit,2022,2h 6m,R,6.4,54
Alice Through the Looking Glass,2016,1h 53m,PG,6.2,34
American Pie 2,2001,1h 48m,R,6.4,43
Tears of the Sun,2003,2h 1m,R,6.6,48
Exam,2009,1h 41m,Other,6.8,0
Bride Wars,2009,1h 29m,PG,5.5,24
Tom & Jerry,2021,1h 41m,PG,5.3,32
She Said,2022,2h 9m,R,7.3,0
I Origins,2014,1h 46m,R,7.3,57
Johnny English Reborn,2011,1h 41m,PG,6.3,46
Little Nicky,2000,1h 30m,PG-13,5.3,38
Ninja Assassin,2009,1h 39m,R,6.3,34
The Dirt,2019,1h 47m,TV-MA,7,39
Shadow in the Cloud,2020,1h 23m,R,5,66
See How They Run,2022,1h 38m,PG-13,6.5,60
Blade II,2002,1h 57m,R,6.7,52
Friday Night Lights,2004,1h 58m,PG-13,7.2,70
The Wedding Planner,2001,1h 43m,PG-13,5.3,33
Influencer,2022,1h 32m,Other,6.2,66
Endless Love,2014,1h 44m,PG-13,6.2,30
Marcello Mio,2024,2h,Other,6,47
The Young Victoria,2009,1h 45m,PG,7.2,64
Reminiscence,2021,1h 56m,PG-13,5.9,46
The Spectacular Now,2013,1h 35m,R,7,82
The Commuter,2018,1h 44m,PG-13,6.3,56
21 Bridges,2019,1h 39m,R,6.6,51
Frida,2002,2h 3m,R,7.3,61
State of Play,2009,2h 7m,PG-13,7.1,64
Trouble with the Curve,2012,1h 51m,PG-13,6.8,58
Chappie,2015,2h,R,6.8,41
Lover Stalker Killer,2024,1h 30m,TV-MA,7,0
The Hate U Give,2018,2h 13m,PG-13,7.5,81
Riddick,2013,1h 59m,R,6.4,49
Final Destination 5,2011,1h 32m,R,5.9,50
This Is England,2006,1h 41m,Other,7.7,86
City of Ember,2008,1h 30m,PG,6.4,58
Killing Them Softly,2012,1h 37m,R,6.2,64
Street Kings,2008,1h 49m,R,6.8,55
The Babysitter: Killer Queen,2020,1h 41m,TV-MA,5.8,22
Steve Jobs,2015,2h 2m,R,7.2,82
Color Out of Space,2019,1h 51m,Other,6.2,70
Hotel Rwanda,2004,2h 1m,PG-13,8.1,79
The Blackcoat's Daughter,2015,1h 33m,R,5.9,68
Winter's Tale,2014,1h 58m,PG-13,6.1,31
Gemini Man,2019,1h 57m,PG-13,5.7,38
Dark Skies,2013,1h 37m,PG-13,6.3,50
3 Days to Kill,2014,1h 57m,PG-13,6.2,40
The Way Back,2020,1h 48m,R,6.7,66
Enough,2002,1h 55m,PG-13,5.8,25
Serendipity,2001,1h 30m,PG-13,6.8,52
Let Me In,2010,1h 56m,R,7.1,79
Little Wing,2024,1h 39m,PG-13,5.9,0
Cabin Fever,2002,1h 33m,R,5.6,56
Wild Hogs,2007,1h 40m,PG-13,5.8,27
Nowhere Boy,2009,1h 38m,R,7.1,67
Money Shot: The Pornhub Story,2023,1h 34m,TV-MA,5.4,63
Flushed Away,2006,1h 25m,PG,6.6,74
Muzzle,2023,1h 40m,TV-14,5.5,0
The Contractor,2022,1h 43m,R,5.8,52
Push,2009,1h 51m,PG-13,6.1,36
Entourage,2015,1h 44m,R,6.5,38
The Good Dinosaur,2015,1h 33m,PG,6.7,66
"Love, Simon",2018,1h 50m,PG-13,7.5,72
Chicken Run,2000,1h 24m,G,7.1,88
A Different Man,2024,1h 52m,R,7.4,74
Rocky Balboa,2006,1h 42m,PG,7.1,63
Side Effects,2013,1h 46m,R,7.1,75
