Movie Name,Year,Duration,Rated,Score,Metascore
The Great Raid,2005,2h 12m,R,6.6,48
Billionaire Boys Club,2018,1h 48m,R,5.6,30
Curse of Chucky,2013,1h 37m,R,5.6,58
American Ultra,2015,1h 36m,R,6.1,50
Homesick,2015,1h 46m,Other,5.6,0
Cinderella in the Caribbean,2023,6.1آ (105)Rate,Other,6.1,0
Irrational Man,2015,1h 35m,R,6.6,53
Waiting for the Barbarians,2019,1h 52m,Other,5.9,52
The Salvation,2014,1h 32m,R,6.7,64
Carmen,2022,1h 56m,R,5.7,59
The Peanuts Movie,2015,1h 28m,G,7,67
Home on the Range,2004,1h 16m,PG,5.4,50
Girlfight,2000,1h 50m,R,6.7,70
Dead Shot,2023,1h 32m,Other,5.5,0
The Comeback Trail,2020,1h 44m,R,5.7,0
Welcome to Marwen,2018,1h 56m,PG-13,6.2,40
A Taxi Driver,2017,2h 17m,Other,7.9,69
Lucky,2017,1h 28m,Other,7.3,80
Cursed,2005,1h 37m,PG-13,5,31
Song of the Sea,2014,1h 33m,PG,8,85
ParaNorman,2012,1h 32m,PG,7,72
Archive,2020,1h 49m,TV-MA,6.4,67
The Half of It,2020,1h 44m,PG-13,6.9,74
Enough Said,2013,1h 33m,PG-13,7,78
O,2001,1h 35m,R,6.1,53
Blackout,2023,1h 44m,Other,5.1,57
The Burning Plain,2008,1h 47m,R,6.7,45
K-19: The Widowmaker,2002,2h 18m,PG-13,6.7,58
In Secret,2013,1h 47m,R,6.1,47
Caligula: The Ultimate Cut,2023,2h 53m,Other,6.5,0
The Lesson,2023,1h 43m,R,6.1,62
The Skeleton Twins,2014,1h 33m,R,6.8,74
The Bob's Burgers Movie,2022,1h 42m,PG-13,7,75
Devil's Pass,2013,1h 40m,R,5.7,49
Shelter,2007,1h 37m,R,7.6,66
Dragonkeeper,2024,1h 38m,PG,5.8,0
Derailed,2005,1h 48m,R,6.6,40
The Legend of Bagger Vance,2000,2h 6m,PG-13,6.7,47
Spanglish,2004,2h 11m,PG-13,6.4,48
An American Pickle,2020,1h 28m,PG-13,5.7,58
Destroy All Neighbors,2024,1h 25m,Other,5.3,53
Trim Season,2023,1h 40m,Other,6.8,0
Made of Honor,2008,1h 41m,PG-13,5.8,37
The Walk,2015,2h 3m,PG,7.3,70
Caveat,2020,1h 28m,Other,5.9,60
I Used to Be Funny,2023,1h 45m,Other,7,0
Jackie,2016,1h 40m,R,6.7,81
One Ranger,2023,1h 35m,R,5,0
The Perfect Host,2010,1h 33m,R,6.7,48
Bloomington,2010,1h 23m,Other,5.8,0
Woman of the Hour,2023,1h 29m,Other,7.7,74
John Dies at the End,2012,1h 39m,R,6.3,53
Killers,2010,1h 40m,PG-13,5.4,21
Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,1h 33m,R,5.1,0
Premonition,2007,1h 36m,PG-13,5.9,29
Exorcist: The Beginning,2004,1h 54m,R,5.1,30
Somewhere in Queens,2022,1h 46m,R,6.8,61
"Paris, I Love You",2006,2h,R,7.2,66
The List,2023,1h 37m,R,5.2,0
Kinky Boots,2005,1h 47m,PG-13,7.1,57
The Proposition,2005,1h 44m,R,7.3,73
Goodbye Christopher Robin,2017,1h 47m,PG,7.1,54
Abduction,2011,1h 46m,PG-13,5.1,25
The Flowers of War,2011,2h 26m,R,7.5,46
The Valet,2022,2h 4m,PG-13,6.7,62
Mind Body Spirit,2023,1h 25m,Other,5.6,0
Wonder Wheel,2017,1h 41m,PG-13,6.2,46
Apollo 10آ½: A Space Age Childhood,2022,1h 37m,PG-13,7.2,79
V/H/S/2,2013,1h 36m,R,6,49
The Man from Earth: Holocene,2017,1h 38m,Other,5.2,0
Unicorns,2023,1h 59m,Other,7.3,0
The Prince and Me,2004,1h 51m,PG,5.9,47
The Double,2011,1h 38m,PG-13,5.9,37
The Young Offenders,2016,1h 23m,Other,7.1,0
Saving Silverman,2001,1h 30m,PG-13,5.8,22
Mirrormask,2005,1h 41m,PG,6.7,55
Auto Focus,2002,1h 45m,R,6.6,66
Acid,2023,1h 39m,Other,5.1,0
The Harbinger,2022,1h 27m,Other,5.5,70
El Conde,2023,1h 50m,R,6.4,72
Wolf Creek 2,2013,1h 46m,Other,6.1,44
Dickie Roberts: Former Child Star,2003,1h 38m,PG-13,5.6,36
The Secret Life of Bees,2008,1h 54m,PG-13,7.2,57
Valhalla Rising,2009,1h 33m,Other,6,61
Summer of 85,2020,1h 41m,Other,6.9,65
Parachute,2023,1h 48m,Other,6.2,0
The Monster,2016,1h 31m,R,5.4,69
Joe Bell,2020,1h 34m,R,6.2,54
Resurrection,2022,1h 43m,R,5.9,70
The Captive,2014,1h 52m,R,5.9,36
Catherine Called Birdy,2022,1h 48m,PG-13,6.6,74
Bad News Bears,2005,1h 53m,PG-13,5.8,65
Control,2007,2h 2m,R,7.6,78
Thelma,2017,1h 56m,Other,7,74
Twin Peaks: The Missing Pieces,2014,1h 31m,Other,7.6,0
Mississippi Grind,2015,1h 48m,R,6.4,77
Malibu's Most Wanted,2003,1h 26m,PG-13,5.2,43
Saving Face,2004,1h 31m,R,7.4,65
The Conductor,2018,2h 17m,Other,7.3,0
Love Don't Cost a Thing,2003,1h 40m,PG-13,5.2,37
National Security,2003,1h 28m,PG-13,5.6,31
Dampyr,2022,1h 49m,R,5.4,0
Hunger,2008,1h 36m,Other,7.5,82
A Bad Moms Christmas,2017,1h 44m,R,5.6,42
This Time Next Year,2024,1h 56m,Other,7.8,0
Mosul,2019,1h 41m,TV-MA,7.1,71
A Perfect Pairing,2022,1h 41m,TV-14,6.1,55
Regression,2015,1h 46m,R,5.6,32
The Other Side of the Door,2016,1h 36m,R,5.3,41
Hounds of Love,2016,1h 48m,Other,6.5,73
Fathers & Daughters,2015,1h 56m,R,7,31
The Last Castle,2001,2h 11m,R,6.9,43
Lost and Delirious,2001,1h 43m,R,6.8,53
Green Zone,2010,1h 55m,R,6.8,63
Red Tails,2012,2h 5m,PG-13,5.9,46
The Aeronauts,2019,1h 40m,PG-13,6.6,60
The Hangman,2024,1h 28m,Other,6.5,0
Troll Hunter,2010,1h 43m,PG-13,6.9,61
Avengement,2019,1h 27m,Other,6.6,63
Lady and the Tramp,2019,1h 51m,PG,6.2,48
My Little Pony: A New Generation,2021,1h 30m,PG,6.8,0
Dagon,2001,1h 38m,R,6.2,0
Obsessed,2009,1h 48m,PG-13,5,25
Close Your Eyes,2023,2h 49m,Other,7.2,84
Prozac Nation,2001,1h 35m,R,6.2,0
Dating Amber,2020,1h 32m,Other,7,59
Deathgasm,2015,1h 26m,Other,6.3,65
La Vie En Rose,2007,2h 20m,PG-13,7.6,66
On the Rocks,2020,1h 36m,R,6.4,73
Toscana,2022,1h 30m,TV-MA,5.7,0
The Smurfs 2,2013,1h 45m,PG,5.3,34
Winchester,2018,1h 39m,PG-13,5.4,28
The Boondock Saints II: All Saints Day,2009,1h 58m,R,6.2,24
Blindness,2008,2h 1m,R,6.5,45
Black Crab,2022,1h 54m,TV-MA,5.7,54
Othercebo,2022,1h 36m,Other,5.9,58
The Painted Veil,2006,2h 5m,PG-13,7.4,69
Quartet,2012,1h 38m,PG-13,6.8,64
LandLocked,2021,1h 15m,Other,5.2,0
Beyond the Black Rainbow,2010,1h 50m,R,5.9,49
Rumor Has It...,2005,1h 37m,PG-13,5.5,35
Prince of Broadway,2008,1h 40m,Other,6.9,57
Bad Education,2019,1h 48m,TV-MA,7.1,79
It's a Wonderful Knife,2023,1h 27m,R,5.2,52
Personal Shopper,2016,1h 45m,R,6.1,77
Velvet Buzzsaw,2019,1h 53m,R,5.7,61
"Paris, 13th District",2021,1h 45m,R,7,76
Welcome Home,2018,1h 37m,R,5.2,38
Chompy & the Girls,2021,1h 29m,Other,5.4,0
The Keeper,2024,1h 41m,R,8.2,0
De-Lovely,2004,2h 5m,PG-13,6.6,53
Darkness Falls,2003,1h 26m,PG-13,5,23
Find Me Guilty,2006,2h 5m,R,7,65
Muppets Most Wanted,2014,1h 47m,PG,6.4,61
Get Over It,2001,1h 27m,PG-13,5.7,52
Season of the Witch,2011,1h 35m,PG-13,5.4,28
Jexi,2019,1h 24m,R,6,39
Kiss the Future,2023,1h 43m,Other,7.6,75
Someone Great,2019,1h 32m,R,6.2,63
The Duke of Burgundy,2014,1h 44m,Other,6.5,87
5 to 7,2014,1h 35m,R,7.1,52
Notorious,2009,2h 2m,R,6.7,60
Bad Lieutenant: Port of Call New Orleans,2009,2h 2m,R,6.6,69
Red Shoes and the Seven Dwarfs,2019,1h 32m,PG,6.4,0
Omen,2023,1h 32m,Other,5.8,68
Jobs,2013,2h 8m,PG-13,6,44
Till,2022,2h 10m,PG-13,7.2,77
Sabotage,2014,1h 49m,R,5.7,41
Dope,2015,1h 43m,R,7.2,72
Mom and Dad,2017,1h 26m,R,5.6,59
The Human Stain,2003,1h 46m,R,6.2,57
Mindhunters,2004,1h 46m,R,6.3,33
Womb,2010,1h 51m,Other,6.3,48
Grizzly Man,2005,1h 43m,R,7.8,87
Maudie,2016,1h 55m,PG-13,7.6,65
Ip Man 4: The Finale,2019,1h 47m,Other,7,62
Fearless,2006,1h 44m,PG-13,7.6,70
Hallam Foe,2007,1h 35m,R,6.9,62
Chaos,2005,1h 46m,R,6.4,0
Bully,2018,1h 23m,Other,5.7,0
Wedding Daze,2006,1h 30m,R,5.6,0
Memorial Day,2012,1h 44m,R,6.1,0
Toni Erdmann,2016,2h 42m,R,7.3,93
Paranormal Activity: Next of Kin,2021,1h 38m,R,5.3,37
Wer,2013,1h 33m,R,5.9,0
Shutter,2008,1h 25m,PG-13,5.2,37
Adam the First,2024,1h 43m,Other,8.2,0
MI-5,2015,1h 44m,R,6.2,47
Knights of Badassdom,2013,1h 26m,R,5.6,56
Down a Dark Hall,2018,1h 36m,PG-13,5.1,56
Labor Day,2013,1h 51m,PG-13,6.9,52
Raise Your Voice,2004,1h 43m,PG,5.8,33
The Braid,2023,2h 1m,Other,7.2,0
Anomalisa,2015,1h 30m,R,7.2,88
Paws of Fury: The Legend of Hank,2022,1h 38m,PG,5.7,45
The Resident,2011,1h 31m,R,5.3,0
V/H/S/94,2021,1h 43m,R,5.5,63
Killing Ground,2016,1h 28m,Other,5.8,59
Priceless,2016,1h 37m,PG-13,6,41
Dinner for Schmucks,2010,1h 54m,PG-13,5.9,56
My Best Friend's Girl,2008,1h 41m,R,5.8,34
How Do You Know,2010,2h 1m,PG-13,5.4,46
The Greatest Night in Pop,2024,1h 36m,PG-13,7.9,69
Chasing Mavericks,2012,1h 56m,PG,7.1,45
Pawn Sacrifice,2014,1h 55m,PG-13,7,65
Black Box,2021,2h 9m,Other,7.2,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,1h 21m,PG,6.2,54
Valley Girl,2020,1h 42m,PG-13,5.5,53
War Machine,2017,2h 2m,TV-MA,6,56
Atlas Shrugged: Part I,2011,1h 37m,PG-13,5.6,28
Deadfall,2012,1h 35m,R,6.2,52
Observe and Report,2009,1h 26m,R,5.8,54
The Happytime Murders,2018,1h 31m,R,5.5,27
Leaves of Grass,2009,1h 45m,R,6.4,58
Romeo Must Die,2000,1h 55m,R,6.1,52
The Ladykillers,2004,1h 44m,R,6.2,56
Ghost Stories,2017,1h 38m,Other,6.4,68
Blood and Bone,2009,1h 33m,R,6.7,0
I Am Steve McQueen,2014,1h 30m,Other,7,0
Then Came You,2018,1h 37m,Other,6.9,44
Disney's Newsies: The Broadway Musical!,2017,2h 29m,PG,8.3,0
Billy Lynn's Long Halftime Walk,2016,1h 53m,R,6.2,53
The Majestic,2001,2h 32m,PG,6.9,27
Close,2019,1h 34m,TV-MA,5.7,51
The Kid,2000,1h 44m,PG,6.1,45
Our Kind of Traitor,2016,1h 48m,R,6.2,57
Hours,2013,1h 37m,PG-13,6.3,55
The Heart Is Deceitful Above All Things,2004,1h 37m,R,6.3,27
Running with the Devil,2019,1h 40m,R,5.4,42
Can You Keep a Secret?,2019,1h 34m,TV-MA,5.4,35
Divinity,2023,1h 28m,Other,5.3,61
Bad Santa,2003,1h 32m,R,7.1,70
Black and Blue,2019,1h 48m,R,6.4,54
The Good Girl,2002,1h 33m,R,6.4,71
Frank,2014,1h 35m,R,6.9,75
The Childe,2023,1h 58m,Other,6.8,0
Feel the Beat,2020,1h 49m,TV-G,6.3,0
Sheriff,2024,2h 13m,Other,7.7,0
Broken,2012,1h 31m,Other,7.2,53
Harold & Kumar Escape from Guantanamo Bay,2008,1h 54m,R,6.5,57
Bandits,2001,2h 3m,PG-13,6.5,60
Criminal,2004,1h 27m,R,6.4,61
Aggro Dr1ft,2023,1h 20m,Other,5.5,47
Boy,2010,1h 27m,Other,7.5,70
My Name Is Khan,2010,2h 45m,PG-13,7.9,50
The Limehouse Golem,2016,1h 49m,Other,6.3,63
The Zookeeper's Wife,2017,2h 7m,PG-13,7,57
Live by Night,2016,2h 9m,R,6.4,49
Antwone Fisher,2002,2h,PG-13,7.3,62
Starry Eyes,2014,1h 38m,Other,6,49
Neds,2010,2h 4m,TV-14,6.9,0
Ghosts of Girlfriends Past,2009,1h 40m,PG-13,5.8,34
Upside Down,2012,1h 49m,PG-13,6.3,45
Journey to Bethlehem,2023,1h 39m,PG,6.4,0
It's What's Inside,2024,1h 43m,R,8.4,59
Think Like a Man Too,2014,1h 46m,PG-13,5.7,38
Kill the Messenger,2014,1h 52m,R,6.9,60
I Am Wrath,2016,1h 32m,R,5.4,0
The Glass House,2001,1h 46m,PG-13,5.8,34
The Lost King,2022,1h 48m,PG-13,6.7,64
"Men, Women & Children",2014,1h 59m,R,6.6,38
About Fate,2022,1h 43m,R,6.4,0
"I, Daniel Blake",2016,1h 40m,R,7.8,78
Far from Heaven,2002,1h 47m,PG-13,7.3,84
The Tuxedo,2002,1h 38m,PG-13,5.4,30
Cellular,2004,1h 34m,PG-13,6.5,60
A Perfect Ending,2012,1h 50m,Other,5.6,0
Untraceable,2008,1h 41m,R,6.2,32
Finding 'Ohana,2021,2h 3m,PG,6.1,69
Our Idiot Brother,2011,1h 30m,R,6.4,60
Hammarskjأ¶ld,2023,1h 54m,Other,6.7,0
A Thousand and One,2023,1h 57m,R,7,81
The Little Death,2014,1h 36m,Other,7,46
Jimmy Neutron: Boy Genius,2001,1h 22m,G,6.1,65
The Witcher: Nightmare of the Wolf,2021,1h 23m,TV-MA,7.2,67
The East,2013,1h 56m,PG-13,6.8,68
The Interpreter,2005,2h 8m,PG-13,6.4,62
We Are Marshall,2006,2h 11m,PG,7,53
Wine Country,2019,1h 43m,R,5.5,56
Totem,2023,1h 35m,Other,7.1,91
The Riot Club,2014,1h 47m,R,6,54
The Mountain Between Us,2017,1h 52m,PG-13,6.4,48
Disconnect,2012,1h 55m,R,7.5,64
Rabbit-Proof Fence,2002,1h 34m,PG,7.4,80
Lockout,2012,1h 35m,PG-13,6,48
My Friend Dahmer,2017,1h 47m,R,6.2,68
Cold in July,2014,1h 49m,R,6.7,73
Sweetwater,2023,1h 58m,PG-13,6,0
What We Did on Our Holiday,2014,1h 35m,PG-13,6.9,54
Passion,2012,1h 42m,R,5.3,54
Victoria,2015,2h 18m,Other,7.6,77
Shattered Glass,2003,1h 34m,PG-13,7.1,73
Eight Below,2006,2h,PG,7.3,64
The Killer Inside Me,2010,1h 49m,R,6.1,53
Your Lucky Day,2023,1h 29m,R,5.9,64
Katie's Mom,2023,1h 53m,Other,8.8,0
Step Up 3D,2010,1h 47m,PG-13,6.2,45
Flight of the Phoenix,2004,1h 53m,PG-13,6.1,47
Scrapper,2023,1h 24m,Other,7,74
Florence Foster Jenkins,2016,1h 51m,PG-13,6.8,71
In Her Shoes,2005,2h 10m,PG-13,6.5,60
The Wandering Earth II,2023,2h 53m,Other,6.8,56
Books of Blood,2020,1h 47m,TV-MA,5.6,42
Risen,2016,1h 47m,PG-13,6.3,51
Nitram,2021,1h 52m,Other,7.1,81
Destination Wedding,2018,1h 27m,R,6,46
The Man Who Killed Don Quixote,2018,2h 12m,Other,6.3,58
North Country,2005,2h 6m,R,7.3,68
Motherless Brooklyn,2019,2h 24m,R,6.8,60
Down in the Valley,2005,1h 54m,R,6.4,65
The Nutcracker and the Four Realms,2018,1h 39m,PG,5.6,39
My Sassy Girl,2001,2h 17m,Other,8,0
North Sea Texas,2011,1h 38m,Other,7.1,63
American Animals,2018,1h 56m,R,7,68
Harsh Times,2005,1h 56m,R,6.8,56
Sardar Udham,2021,2h 44m,TV-MA,8.4,0
The Rocker,2008,1h 42m,PG-13,6.2,53
21 & Over,2013,1h 33m,R,5.8,34
The Zero Theorem,2013,1h 47m,R,6,50
All the Boys Love Mandy Lane,2006,1h 30m,R,5.5,44
Sex Ed,2014,1h 32m,Other,5.6,34
Finding Your Feet,2017,1h 51m,PG-13,6.8,53
Beasts of the Southern Wild,2012,1h 33m,PG-13,7.2,86
Polytechnique,2009,1h 17m,Other,7.2,63
Chemical Hearts,2020,1h 33m,R,6.3,57
An Unfinished Life,2005,1h 48m,PG-13,7,49
16 Blocks,2006,1h 42m,PG-13,6.6,63
Spoiler Alert,2022,1h 52m,PG-13,7.3,61
Cyrano,2021,2h 3m,PG-13,6.4,66
More the Merrier,2021,1h 51m,TV-MA,5.5,0
Intolerable Cruelty,2003,1h 40m,PG-13,6.3,71
White Oleander,2002,1h 49m,PG-13,7.1,61
Mavka: The Forest Song,2023,1h 39m,Other,6.6,0
Mob Land,2023,1h 52m,R,5.3,47
The Laundromat,2019,1h 36m,R,6.3,57
The Last Legion,2007,1h 41m,PG-13,5.4,37
Meet Cute,2022,1h 29m,TV-MA,5.7,50
Beauty Shop,2005,1h 45m,PG-13,5.6,53
Girl in the Box,2016,1h 27m,Other,6.2,0
Moffie,2019,1h 44m,Other,6.8,69
Duplex,2003,1h 29m,PG-13,5.9,50
Dicks: The Musical,2023,1h 26m,R,5.4,57
The Paper Tigers,2020,1h 48m,PG-13,6.3,67
Rabbit Hole,2010,1h 31m,PG-13,7,76
The Starling,2021,1h 42m,PG-13,6.4,31
"I, Frankenstein",2014,1h 32m,PG-13,5.1,30
Dreamin' Wild,2022,1h 51m,PG,6.4,66
Fruitvale Station,2013,1h 25m,R,7.5,85
The Switch,2010,1h 41m,PG-13,6.1,52
Kiss of the Dragon,2001,1h 38m,R,6.6,58
The Girl Who Played with Fire,2009,2h 9m,R,7.1,66
The Darkest Minds,2018,1h 44m,PG-13,5.7,39
Two Night Stand,2014,1h 26m,R,6.3,45
I Spit on Your Grave: Vengeance Is Mine,2015,1h 32m,Other,5.1,0
They Shall Not Grow Old,2018,1h 39m,R,8.2,91
12 Feet Deep,2017,1h 25m,Other,5.2,0
10x10,2018,1h 28m,Other,5.1,0
When We First Met,2018,1h 37m,TV-14,6.4,36
Lagaan: Once Upon a Time in India,2001,3h 44m,PG,8.1,84
Operation Napoleon,2023,1h 42m,Other,6,0
Shadow of the Vampire,2000,1h 32m,R,6.9,71
Batman: The Killing Joke,2016,1h 16m,Other,6.4,0
Spree,2020,1h 33m,Other,5.9,42
Miss Willoughby and the Haunted Bookshop,2021,1h 30m,PG,5.3,0
Swimfan,2002,1h 25m,PG-13,5.1,29
What Comes Around,2022,1h 25m,Other,5.2,0
St. Vincent,2014,1h 42m,PG-13,7.2,64
Uncle Frank,2020,1h 35m,R,7.3,58
Hedwig and the Angry Inch,2001,1h 35m,R,7.7,85
What Is a Woman?,2022,1h 35m,Other,8.2,0
Cafأ© Society,2016,1h 36m,PG-13,6.6,64
My Dead Friend Zoe,2024,1h 38m,Other,8,72
Inside Man,2023,1h 31m,Other,5.5,0
The Rewrite,2014,1h 47m,Other,6.3,51
The Incredible Burt Wonderstone,2013,1h 40m,PG-13,5.9,44
The Unlikely Pilgrimage of Harold Fry,2023,1h 48m,Other,6.8,0
12 Mighty Orphans,2021,1h 58m,PG-13,6.9,44
Stuck on You,2003,1h 58m,PG-13,5.8,62
I Used to Be Famous,2022,1h 44m,TV-14,6.6,0
Walk of Shame,2014,1h 35m,R,6,25
Calvary,2014,1h 42m,R,7.4,77
The Forest Hills,2023,1h 22m,Other,7.2,0
Vengeance: A Love Story,2017,1h 39m,TV-MA,5.2,0
She's Funny That Way,2014,1h 33m,R,6.1,45
A Shaun the Sheep Movie: Farmageddon,2019,1h 26m,G,6.8,79
The Old Man & the Gun,2018,1h 33m,PG-13,6.7,80
Life After Beth,2014,1h 29m,R,5.7,50
Sitting in Bars with Cake,2023,2h,PG-13,6.4,64
Dirty Dancing: Havana Nights,2004,1h 26m,PG-13,5.9,39
Southbound,2015,1h 29m,R,5.9,58
Paid in Full,2002,1h 37m,R,7,49
Open Heart,2023,1h 15m,TV-14,7.4,0
Get a Job,2016,1h 23m,R,5.3,31
Can You Ever Forgive Me?,2018,1h 46m,R,7.1,87
Vortex,2021,2h 22m,Other,7.4,82
Pawn Shop Chronicles,2013,1h 52m,R,5.9,26
Puppylove,2013,1h 25m,Other,5.6,0
It's a Boy Girl Thing,2006,1h 35m,PG-13,6.2,0
Persepolis,2007,1h 36m,PG-13,8,90
Pixie,2020,1h 33m,R,5.9,45
Amateur Night,2016,1h 32m,Other,5.1,38
A Little White Lie,2023,1h 41m,R,5.8,42
Hands of Stone,2016,1h 51m,R,6.6,54
Worth,2020,1h 58m,PG-13,6.8,67
Grudge Match,2013,1h 53m,PG-13,6.4,35
The 12th Man,2017,2h 15m,Other,7.3,70
Chasing Liberty,2004,1h 51m,PG-13,6.1,46
Rocco,2016,1h 45m,TV-MA,5.7,0
Aporia,2023,1h 44m,R,5.5,60
American Outlaws,2001,1h 34m,PG-13,5.9,25
How to Blow Up a Pipeline,2022,1h 44m,R,6.9,76
The Ultimate Life,2013,1h 45m,PG,6,19
Over the Moon,2020,1h 35m,PG,6.3,60
Yi Yi,2000,2h 53m,Other,8.1,94
Certain Women,2016,1h 47m,R,6.4,82
Glory Road,2006,1h 58m,PG,7.2,58
The Tale,2018,1h 54m,TV-MA,7.2,90
The Transporter Refueled,2015,1h 36m,PG-13,5.2,32
She Is Conann,2023,1h 45m,Other,5.9,74
The Monk and the Gun,2023,1h 47m,PG-13,7.2,74
Beast,2017,1h 47m,R,6.8,74
Aftermath,2017,1h 34m,R,5.7,44
Coco Before Chanel,2009,1h 45m,PG-13,6.7,65
Maggie's Plan,2015,1h 38m,R,6.2,76
Trumbo,2015,2h 4m,R,7.4,60
Wildlife,2018,1h 45m,PG-13,6.8,80
Mine,2016,1h 46m,Other,5.8,40
Blackfish,2013,1h 23m,PG-13,8.1,83
The Sleepover,2020,1h 40m,TV-PG,5.7,46
Kinsey,2004,1h 58m,R,7.1,79
Lies We Tell,2023,1h 29m,Other,6.3,0
Timer,2009,1h 39m,R,6.5,0
The Absence of Eden,2023,1h 25m,R,5.4,55
The Antisocial Network: Memes to Mayhem,2024,1h 25m,TV-MA,6.3,0
Smallfoot,2018,1h 36m,PG,6.6,60
Twisted,2004,1h 37m,R,5.3,26
Head-On,2004,2h 1m,R,7.9,78
Five Blind Dates,2024,1h 23m,Other,5,0
Brahmastra Part One: Shiva,2022,2h 47m,Other,5.6,57
White Bird in a Blizzard,2014,1h 31m,R,6.4,51
Cropsey,2009,1h 24m,Other,6.3,73
How to Lose Friends & Alienate People,2008,1h 50m,R,6.4,35
Intruders,2011,1h 40m,R,5.4,45
Kon-Tiki,2012,1h 58m,PG-13,7.1,62
Happiest Season,2020,1h 42m,PG-13,6.6,69
Vacation Friends 2,2023,1h 46m,R,5.3,38
Broken City,2013,1h 49m,R,6.1,49
Howl,2015,1h 32m,Other,5.5,0
"Endings, Beginnings",2019,1h 50m,Other,5.6,42
Psycho Goreman,2020,1h 35m,Other,6.3,67
True History of the Kelly Gang,2019,2h 4m,R,6,75
Salmon Fishing in the Yemen,2011,1h 47m,PG-13,6.8,58
Song for a Raggy Boy,2003,1h 34m,TV-MA,7.5,0
All I See Is You,2016,1h 49m,R,5.4,43
W.E.,2011,1h 59m,R,6.2,37
Tracks,2013,1h 52m,PG-13,7.1,78
The Baker,2022,1h 44m,R,5.9,0
Joram,2023,1h 59m,Other,6.6,0
Flower,2017,1h 30m,R,6,45
Who's Yer Father?,2023,1h 50m,Other,6,0
After Everything,2018,1h 35m,Other,6.4,67
The Sea of Trees,2015,1h 50m,PG-13,6.1,23
Harry Brown,2009,1h 43m,R,7.2,55
The Current War,2017,1h 42m,PG-13,6.5,55
Lux أ†terna,2019,51m,Other,6.2,59
Last Night,2010,1h 33m,R,6.5,50
Zoe,2018,1h 44m,R,6.1,39
Wish Upon,2017,1h 30m,PG-13,5.1,32
The Beanie Bubble,2023,1h 50m,R,6.3,49
Eureka,2023,2h 27m,Other,6.3,0
Bed Rest,2022,1h 30m,R,5,0
Black Clover: Sword of the Wizard King,2023,1h 50m,TV-14,7.4,0
To All the Boys: Always and Forever,2021,1h 49m,TV-14,6.3,65
The Queen,2006,1h 43m,PG-13,7.3,90
Only You,2018,1h 59m,Other,6.7,78
Warhorse One,2023,2h 6m,R,5.4,0
Elles,2011,1h 39m,NC-17,5.6,50
The Messengers,2007,1h 30m,PG-13,5.3,34
Skin: A History of Nudity in the Movies,2020,2h 10m,Other,6.7,64
A Cinderella Story: Starstruck,2021,1h 40m,PG,5.5,0
My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,2024,TV-PG,Other,7.7,0
The Tailor of Panama,2001,1h 49m,R,6.1,66
The Guilty,2000,1h 48m,R,6.1,0
Drillbit Taylor,2008,1h 50m,PG-13,5.7,41
Byzantium,2012,1h 58m,R,6.5,66
Grind,2003,1h 45m,PG-13,5.9,30
New Order,2020,1h 26m,R,6.5,62
Dreamer,2005,1h 46m,PG,6.8,59
The Pirates! Band of Misfits,2012,1h 28m,PG,6.7,73
The House with a Clock in Its Walls,2018,1h 45m,PG,6.1,57
Bringing Down the House,2003,1h 45m,PG-13,5.6,39
The Primevals,2023,1h 31m,Other,7.2,0
The Girl Who Got Away,2021,1h 56m,TV-MA,5.3,0
Pontypool,2008,1h 33m,Other,6.5,54
A Classic Horror Story,2021,1h 35m,TV-MA,5.7,0
Afternoon Delight,2013,1h 38m,R,5.7,50
You Can Count on Me,2000,1h 51m,R,7.5,85
Robert the Bruce,2019,2h 4m,TV-14,5.4,42
The Man with the Iron Heart,2017,2h,R,6.4,0
Unleashed,2005,1h 43m,R,7,58
Flipside,2023,1h 32m,Other,7.4,0
The Wolf of Snow Hollow,2020,1h 25m,R,6.2,67
Line of Duty,2019,1h 38m,R,5.3,50
The Last Front,2024,1h 38m,Other,5.5,0
Dear Zoe,2022,1h 34m,R,5.8,0
The Wretched,2019,1h 35m,Other,5.8,61
World Trade Center,2006,2h 9m,PG-13,6,66
The Art of Self-Defense,2019,1h 44m,R,6.6,65
Till Death,2021,1h 28m,R,5.9,66
Hypnotic,2021,1h 28m,TV-14,5.3,32
The X Files: I Want to Believe,2008,1h 44m,PG-13,5.9,47
Laal Singh Chaddha,2022,2h 39m,PG-13,5.6,46
Lakeview Terrace,2008,1h 50m,PG-13,6.2,47
Breaking,2022,1h 43m,PG-13,6.3,66
The Guilt Trip,2012,1h 35m,PG-13,5.8,50
Sink or Swim,2018,2h 1m,Other,6.9,47
The Informant!,2009,1h 48m,R,6.5,66
Animal Crackers,2017,1h 45m,PG,5.8,60
The Experiment,2010,1h 36m,R,6.4,0
American Carnage,2022,1h 41m,R,5,0
Little Death,2024,1h 50m,Other,5.4,57
A Private War,2018,1h 50m,R,6.7,75
The Miracle Season,2018,1h 41m,PG,6.5,44
The Seasoning House,2012,1h 30m,Other,6.1,0
The Siege of Jadotville,2016,1h 48m,TV-MA,7.2,0
7500,2019,1h 33m,R,6.3,58
Spontaneous,2020,1h 41m,R,6.5,78
Suffragette,2015,1h 46m,PG-13,6.9,64
Astro Boy,2009,1h 34m,PG,6.2,53
